Country,Region,Year,Disaster Type,Population,Impact Score
China,APAC,2009,Flood,1379000000,3.5
China,APAC,2009,Flood,1379000000,4.5
Japan,APAC,2016,Flood,127000000,6.25
India,APAC,2008,Storm,1324000000,1.85
India,APAC,2006,Flood,1324000000,3.5
Philippines,APAC,2001,Earthquake,103300000,2.48
Philippines,APAC,2004,Flood,103300000,5
India,APAC,2003,Flood,1324000000,4.75
China,APAC,2013,Earthquake,1379000000,0.7
Philippines,APAC,2014,Flood,103300000,5.25
Fiji,APAC,2003,Flood,898760,7
Philippines,APAC,2001,Flood,103300000,5
China,APAC,2017,Other,1379000000,0.77
Philippines,APAC,2003,Other,103300000,2.27
China,APAC,2008,Other,1379000000,0.53
Philippines,APAC,2009,Flood,103300000,5.25
China,APAC,2006,Storm,1379000000,1.45
Indonesia,APAC,2016,Other,261100000,0.53
Australia,APAC,2003,Other,24130000,0.77
China,APAC,2017,Storm,1379000000,1.75
India,APAC,2017,Storm,1324000000,1.5
DPR Korea,APAC,2007,Flood,25370000,6
Indonesia,APAC,2010,Other,261100000,0.38
DPR Korea,APAC,2008,Flood,25370000,6
Indonesia,APAC,2008,Flood,261100000,4.5
Philippines,APAC,2003,Other,103300000,2.03
DPR Korea,APAC,2013,Storm,25370000,3.2
China,APAC,2015,Other,1379000000,0.53
China,APAC,2002,Flood,1379000000,5.75
China,APAC,2004,Other,1379000000,0.38
Fiji,APAC,2011,Storm,898760,3.7
China,APAC,2014,Storm,1379000000,1.75
Philippines,APAC,2011,Flood,103300000,4.25
Fiji,APAC,2000,Storm,898760,3.7
Viet Nam,APAC,2003,Earthquake,92700000,2.2
India,APAC,2005,Flood,1324000000,3.75
India,APAC,2006,Other,1324000000,0.77
Philippines,APAC,2002,Storm,103300000,3
Fiji,APAC,2009,Storm,898760,4.1
Philippines,APAC,2010,Landslide,103300000,2.02
Viet Nam,APAC,2017,Storm,92700000,2.25
DPR Korea,APAC,2015,Other,25370000,2.27
Thailand,APAC,2017,Flood,68860000,5
DPR Korea,APAC,2003,Flood,25370000,6
Indonesia,APAC,2004,Storm,261100000,1.55
China,APAC,2007,Storm,1379000000,1.5
China,APAC,2008,Flood,1379000000,4.75
Philippines,APAC,2001,Flood,103300000,4.25
Philippines,APAC,2014,Flood,103300000,6
India,APAC,2006,Earthquake,1324000000,0.52
Nepal,APAC,2012,Storm,28980000,3.25
Australia,APAC,2008,Storm,24130000,1.55
Viet Nam,APAC,2014,Landslide,92700000,2.03
Indonesia,APAC,2000,Storm,261100000,1.75
Indonesia,APAC,2006,Storm,261100000,1.85
Indonesia,APAC,2007,Other,261100000,0.52
Philippines,APAC,2016,Flood,103300000,5
Indonesia,APAC,2009,Storm,261100000,1.6
China,APAC,2013,Other,1379000000,0.52
China,APAC,2013,Other,1379000000,0.77
Philippines,APAC,2016,Storm,103300000,3
Thailand,APAC,2017,Storm,68860000,3.1
Nepal,APAC,2009,Storm,28980000,3.1
Indonesia,APAC,2017,Storm,261100000,1.95
Philippines,APAC,2017,Landslide,103300000,2.02
Nepal,APAC,2010,Flood,28980000,6.25
India,APAC,2003,Storm,1324000000,1.6
Philippines,APAC,2011,Earthquake,103300000,2.42
Nepal,APAC,2015,Other,28980000,2.27
DPR Korea,APAC,2006,Flood,25370000,7.25
Philippines,APAC,2009,Earthquake,103300000,2.2
Indonesia,APAC,2007,Flood,261100000,5.35
Philippines,APAC,2014,Storm,103300000,3.35
DPR Korea,APAC,2009,Flood,25370000,5
Indonesia,APAC,2010,Landslide,261100000,0.77
China,APAC,2009,Flood,1379000000,4.5
Australia,APAC,2006,Other,24130000,0.77
Nepal,APAC,2007,Flood,28980000,6.25
Philippines,APAC,2008,Storm,103300000,2.45
China,APAC,2009,Flood,1379000000,4.5
Indonesia,APAC,2000,Flood,261100000,4.75
Australia,APAC,2007,Other,24130000,0.78
China,APAC,2018,Flood,1379000000,4.5
Viet Nam,APAC,2017,Flood,92700000,6.25
Viet Nam,APAC,2017,Flood,92700000,4.25
Philippines,APAC,2017,Storm,103300000,2.45
China,APAC,2015,Landslide,1379000000,0.52
Japan,APAC,2017,Flood,127000000,5
China,APAC,2018,Storm,1379000000,1.45
Fiji,APAC,2003,Flood,898760,6.5
Indonesia,APAC,2015,Other,261100000,0.37
China,APAC,2009,Landslide,1379000000,0.78
Indonesia,APAC,2014,Extreme Temperature,261100000,0.95
China,APAC,2018,Storm,1379000000,1.6
Bangladesh,APAC,2018,Flood,163000000,8
Japan,APAC,2008,Storm,127000000,2.35
India,APAC,2007,Landslide,1324000000,0.53
India,APAC,2012,Extreme Temperature,1324000000,0.91
China,APAC,2006,Storm,1379000000,1.6
Philippines,APAC,2003,Flood,103300000,5
Indonesia,APAC,2000,Flood,261100000,5.5
China,APAC,2000,Flood,1379000000,3.5
Viet Nam,APAC,2013,Flood,92700000,6.25
Japan,APAC,2008,Flood,127000000,6
Indonesia,APAC,2016,Earthquake,261100000,0.73
Philippines,APAC,2014,Storm,103300000,3.25
Bangladesh,APAC,2018,Storm,163000000,4.6
Philippines,APAC,2009,Storm,103300000,3.1
China,APAC,2017,Extreme Temperature,1379000000,0.95
Indonesia,APAC,2017,Flood,261100000,4.5
Bangladesh,APAC,2009,Earthquake,163000000,4.23
Indonesia,APAC,2007,Earthquake,261100000,0.7
Thailand,APAC,2001,Landslide,68860000,2.02
Nepal,APAC,2001,Earthquake,28980000,2.17
Philippines,APAC,2017,Landslide,103300000,2.02
Philippines,APAC,2013,Other,103300000,1.27
Indonesia,APAC,2008,Storm,261100000,1.7
Philippines,APAC,2016,Other,103300000,2.02
Fiji,APAC,2009,Landslide,898760,3.02
DPR Korea,APAC,2009,Flood,25370000,6
Bangladesh,APAC,2008,Landslide,163000000,3.52
Philippines,APAC,2003,Flood,103300000,6.25
Bangladesh,APAC,2009,Landslide,163000000,3.02
Fiji,APAC,2007,Storm,898760,4
Philippines,APAC,2017,Flood,103300000,6
DPR Korea,APAC,2004,Earthquake,25370000,1.45
Viet Nam,APAC,2017,Flood,92700000,6.25
Philippines,APAC,2000,Earthquake,103300000,2.45
Indonesia,APAC,2007,Flood,261100000,4.5
Indonesia,APAC,2001,Earthquake,261100000,0.98
Nepal,APAC,2006,Flood,28980000,7
Philippines,APAC,2013,Flood,103300000,6
China,APAC,2017,Earthquake,1379000000,0.58
Philippines,APAC,2008,Storm,103300000,3.35
DPR Korea,APAC,2015,Flood,25370000,6
China,APAC,2000,Earthquake,1379000000,0.67
China,APAC,2010,Storm,1379000000,1.85
China,APAC,2018,Landslide,1379000000,0.78
Viet Nam,APAC,2000,Earthquake,92700000,2.23
Philippines,APAC,2015,Earthquake,103300000,2.42
Japan,APAC,2002,Other,127000000,2.03
Philippines,APAC,2017,Flood,103300000,5.25
China,APAC,2007,Storm,1379000000,1.85
Philippines,APAC,2017,Earthquake,103300000,2.23
Indonesia,APAC,2017,Flood,261100000,4.35
Thailand,APAC,2001,Storm,68860000,3
Philippines,APAC,2001,Flood,103300000,4.25
Bangladesh,APAC,2010,Flood,163000000,7
Philippines,APAC,2013,Landslide,103300000,2.27
Bangladesh,APAC,2009,Flood,163000000,8
Philippines,APAC,2001,Flood,103300000,6
Japan,APAC,2014,Storm,127000000,3.25
China,APAC,2017,Extreme Temperature,1379000000,0.66
Indonesia,APAC,2002,Storm,261100000,1.85
Fiji,APAC,2000,Storm,898760,4.1
Philippines,APAC,2013,Landslide,103300000,2.02
Japan,APAC,2014,Earthquake,127000000,2.17
Japan,APAC,2010,Flood,127000000,7
Indonesia,APAC,2010,Flood,261100000,4.5
China,APAC,2000,Landslide,1379000000,0.37
India,APAC,2010,Flood,1324000000,4.5
Philippines,APAC,2009,Earthquake,103300000,1.48
India,APAC,2006,Earthquake,1324000000,0.98
Australia,APAC,2006,Extreme Temperature,24130000,0.66
India,APAC,2012,Flood,1324000000,4.5
Indonesia,APAC,2010,Other,261100000,0.52
China,APAC,2001,Flood,1379000000,3.5
Philippines,APAC,2001,Flood,103300000,7
China,APAC,2006,Earthquake,1379000000,0.95
Indonesia,APAC,2003,Earthquake,261100000,0.95
Nepal,APAC,2010,Flood,28980000,6.25
Philippines,APAC,2002,Storm,103300000,3.45
China,APAC,2003,Storm,1379000000,1.6
Indonesia,APAC,2008,Flood,261100000,5.35
Philippines,APAC,2001,Landslide,103300000,2.02
Philippines,APAC,2006,Other,103300000,2.02
China,APAC,2017,Extreme Temperature,1379000000,0.91
Indonesia,APAC,2012,Flood,261100000,4.75
Philippines,APAC,2017,Flood,103300000,4.25
Japan,APAC,2000,Storm,127000000,3.35
Indonesia,APAC,2004,Other,261100000,0.52
India,APAC,2002,Landslide,1324000000,0.37
Japan,APAC,2017,Other,127000000,2.02
Philippines,APAC,2018,Flood,103300000,6
Philippines,APAC,2015,Storm,103300000,3.25
Japan,APAC,2001,Other,127000000,2.02
Fiji,APAC,2013,Flood,898760,7.5
China,APAC,2004,Storm,1379000000,1.6
Indonesia,APAC,2010,Landslide,261100000,0.53
China,APAC,2013,Storm,1379000000,1.85
Philippines,APAC,2000,Flood,103300000,7
DPR Korea,APAC,2006,Flood,25370000,4.25
Viet Nam,APAC,2009,Flood,92700000,6
Philippines,APAC,2002,Other,103300000,1.28
Indonesia,APAC,2010,Flood,261100000,5.75
Indonesia,APAC,2018,Earthquake,261100000,0.7
Viet Nam,APAC,2009,Flood,92700000,5.25
China,APAC,2008,Storm,1379000000,1.85
Indonesia,APAC,2012,Landslide,261100000,0.52
Philippines,APAC,2002,Flood,103300000,7
Thailand,APAC,2017,Landslide,68860000,2.02
Australia,APAC,2017,Storm,24130000,1.6
Indonesia,APAC,2010,Flood,261100000,4.5
Fiji,APAC,2008,Storm,898760,3.6
Indonesia,APAC,2007,Flood,261100000,4.35
Indonesia,APAC,2001,Flood,261100000,4.75
Philippines,APAC,2003,Other,103300000,2.28
China,APAC,2003,Storm,1379000000,1.55
Philippines,APAC,2013,Flood,103300000,6.25
China,APAC,2009,Landslide,1379000000,0.77
Viet Nam,APAC,2008,Other,92700000,2.02
China,APAC,2008,Flood,1379000000,4.5
Viet Nam,APAC,2013,Storm,92700000,3.1
China,APAC,2009,Storm,1379000000,1.75
Philippines,APAC,2014,Flood,103300000,6
China,APAC,2014,Landslide,1379000000,0.52
Viet Nam,APAC,2012,Landslide,92700000,1.27
China,APAC,2014,Flood,1379000000,3.5
China,APAC,2003,Earthquake,1379000000,0.73
Japan,APAC,2006,Flood,127000000,7.25
China,APAC,2015,Other,1379000000,0.37
Philippines,APAC,2008,Storm,103300000,2.35
China,APAC,2006,Other,1379000000,0.52
Philippines,APAC,2006,Flood,103300000,6.25
Philippines,APAC,2002,Extreme Temperature,103300000,2.16
Thailand,APAC,2002,Storm,68860000,3
India,APAC,2006,Flood,1324000000,5.5
Nepal,APAC,2009,Flood,28980000,5.25
Nepal,APAC,2006,Other,28980000,2.02
Fiji,APAC,2003,Flood,898760,7
Indonesia,APAC,2016,Other,261100000,0.77
Philippines,APAC,2009,Earthquake,103300000,2.45
Viet Nam,APAC,2013,Flood,92700000,5.25
Indonesia,APAC,2009,Extreme Temperature,261100000,0.51
DPR Korea,APAC,2017,Flood,25370000,5
Thailand,APAC,2017,Other,68860000,2.03
Thailand,APAC,2009,Landslide,68860000,2.27
India,APAC,2015,Flood,1324000000,4.5
India,APAC,2008,Flood,1324000000,3.75
China,APAC,2004,Flood,1379000000,4.75
Viet Nam,APAC,2005,Storm,92700000,3.1
Philippines,APAC,2017,Storm,103300000,3.1
Indonesia,APAC,2015,Earthquake,261100000,0.55
China,APAC,2009,Extreme Temperature,1379000000,0.95
China,APAC,2015,Flood,1379000000,4.5
DPR Korea,APAC,2009,Extreme Temperature,25370000,2.35
Viet Nam,APAC,2013,Other,92700000,2.02
Nepal,APAC,2018,Flood,28980000,6.25
Viet Nam,APAC,2007,Storm,92700000,3
China,APAC,2013,Extreme Temperature,1379000000,0.66
Indonesia,APAC,2008,Flood,261100000,3.5
DPR Korea,APAC,2013,Flood,25370000,5
Philippines,APAC,2017,Storm,103300000,3.2
Japan,APAC,2008,Earthquake,127000000,2.23
Bangladesh,APAC,2009,Extreme Temperature,163000000,3.16
DPR Korea,APAC,2007,Flood,25370000,6.25
Viet Nam,APAC,2009,Storm,92700000,3.35
Philippines,APAC,2008,Flood,103300000,6.25
DPR Korea,APAC,2004,Other,25370000,2.02
Philippines,APAC,2013,Flood,103300000,7
China,APAC,2012,Storm,1379000000,1.75
Indonesia,APAC,2006,Other,261100000,0.53
Bangladesh,APAC,2011,Flood,163000000,8.5
China,APAC,2008,Flood,1379000000,4.5
China,APAC,2000,Storm,1379000000,1.6
Viet Nam,APAC,2017,Flood,92700000,5
Indonesia,APAC,2006,Storm,261100000,1.55
Viet Nam,APAC,2002,Landslide,92700000,1.28
Indonesia,APAC,2008,Flood,261100000,4.75
Viet Nam,APAC,2009,Flood,92700000,7
Indonesia,APAC,2013,Storm,261100000,1.7
Bangladesh,APAC,2003,Flood,163000000,8
DPR Korea,APAC,2017,Flood,25370000,6.25
Philippines,APAC,2007,Flood,103300000,6
India,APAC,2007,Flood,1324000000,3.75
Viet Nam,APAC,2009,Extreme Temperature,92700000,2.1
Bangladesh,APAC,2008,Flood,163000000,7
China,APAC,2006,Flood,1379000000,5.35
Fiji,APAC,2010,Flood,898760,5.5
China,APAC,2007,Storm,1379000000,1.75
Bangladesh,APAC,2017,Flood,163000000,9
Fiji,APAC,2013,Other,898760,3.02
China,APAC,2010,Storm,1379000000,1.6
Philippines,APAC,2010,Storm,103300000,3.35
Philippines,APAC,2016,Extreme Temperature,103300000,1.45
Philippines,APAC,2006,Storm,103300000,3.1
Philippines,APAC,2015,Storm,103300000,3.25
Philippines,APAC,2017,Other,103300000,2.02
Philippines,APAC,2011,Storm,103300000,2.35
China,APAC,2008,Flood,1379000000,3.35
India,APAC,2018,Storm,1324000000,1.6
Indonesia,APAC,2017,Flood,261100000,5.5
Philippines,APAC,2018,Flood,103300000,4.25
Viet Nam,APAC,2012,Earthquake,92700000,2.45
Bangladesh,APAC,2007,Flood,163000000,7.5
Philippines,APAC,2009,Flood,103300000,6
China,APAC,2008,Earthquake,1379000000,0.7
China,APAC,2007,Flood,1379000000,4.5
Indonesia,APAC,2006,Flood,261100000,3.5
Indonesia,APAC,2009,Earthquake,261100000,0.55
China,APAC,2006,Flood,1379000000,4.5
India,APAC,2008,Flood,1324000000,4.75
Viet Nam,APAC,2013,Landslide,92700000,2.02
Philippines,APAC,2008,Storm,103300000,3.35
Philippines,APAC,2001,Flood,103300000,6.25
Philippines,APAC,2017,Extreme Temperature,103300000,2.41
China,APAC,2003,Landslide,1379000000,0.53
India,APAC,2015,Other,1324000000,0.52
DPR Korea,APAC,2008,Flood,25370000,6
China,APAC,2009,Flood,1379000000,4.35
Philippines,APAC,2017,Flood,103300000,5
Bangladesh,APAC,2016,Other,163000000,3.52
China,APAC,2010,Extreme Temperature,1379000000,0.7
China,APAC,2000,Flood,1379000000,4.35
Bangladesh,APAC,2017,Flood,163000000,8.5
China,APAC,2008,Other,1379000000,0.38
Philippines,APAC,2017,Flood,103300000,4.25
China,APAC,2008,Landslide,1379000000,0.38
Philippines,APAC,2006,Earthquake,103300000,2.2
Bangladesh,APAC,2003,Flood,163000000,8.5
China,APAC,2003,Extreme Temperature,1379000000,0.91
China,APAC,2009,Flood,1379000000,3.5
Indonesia,APAC,2013,Earthquake,261100000,0.67
China,APAC,2014,Flood,1379000000,4.5
Bangladesh,APAC,2006,Earthquake,163000000,3.7
China,APAC,2009,Storm,1379000000,1.6
Philippines,APAC,2013,Storm,103300000,3.1
Philippines,APAC,2002,Flood,103300000,6.25
Thailand,APAC,2006,Flood,68860000,5
Philippines,APAC,2008,Flood,103300000,6
Philippines,APAC,2008,Flood,103300000,5.25
China,APAC,2007,Flood,1379000000,4.5
China,APAC,2012,Flood,1379000000,3.5
Indonesia,APAC,2008,Other,261100000,0.77
Bangladesh,APAC,2013,Other,163000000,4.03
China,APAC,2018,Other,1379000000,0.52
Philippines,APAC,2008,Storm,103300000,3.1
Thailand,APAC,2005,Storm,68860000,3.25
Indonesia,APAC,2017,Earthquake,261100000,0.52
Australia,APAC,2009,Storm,24130000,1.5
Viet Nam,APAC,2012,Other,92700000,2.28
Japan,APAC,2013,Landslide,127000000,2.02
DPR Korea,APAC,2000,Storm,25370000,3.1
India,APAC,2003,Other,1324000000,0.53
Fiji,APAC,2000,Flood,898760,6.5
Philippines,APAC,2018,Storm,103300000,3.1
China,APAC,2003,Flood,1379000000,4.35
India,APAC,2011,Flood,1324000000,4.5
Fiji,APAC,2001,Flood,898760,6.5
Philippines,APAC,2006,Flood,103300000,7
Bangladesh,APAC,2006,Flood,163000000,8.5
Indonesia,APAC,2013,Landslide,261100000,0.52
China,APAC,2011,Earthquake,1379000000,0.92
India,APAC,2008,Other,1324000000,0.52
Philippines,APAC,2004,Flood,103300000,5
China,APAC,2017,Flood,1379000000,4.75
Philippines,APAC,2017,Flood,103300000,6
Thailand,APAC,2018,Earthquake,68860000,1.45
Philippines,APAC,2003,Landslide,103300000,2.02
Philippines,APAC,2006,Earthquake,103300000,2.23
China,APAC,2002,Storm,1379000000,1.45
India,APAC,2010,Storm,1324000000,1.45
Indonesia,APAC,2013,Storm,261100000,1.6
Philippines,APAC,2006,Flood,103300000,6.25
Viet Nam,APAC,2006,Extreme Temperature,92700000,1.35
India,APAC,2017,Flood,1324000000,4.5
Indonesia,APAC,2009,Extreme Temperature,261100000,0.51
Indonesia,APAC,2008,Storm,261100000,1.85
Viet Nam,APAC,2016,Flood,92700000,7.25
Bangladesh,APAC,2000,Extreme Temperature,163000000,3.66
Indonesia,APAC,2000,Flood,261100000,4.75
Indonesia,APAC,2006,Flood,261100000,5.5
China,APAC,2003,Other,1379000000,0.53
Philippines,APAC,2015,Flood,103300000,4.25
Fiji,APAC,2017,Landslide,898760,2.53
China,APAC,2012,Storm,1379000000,1.7
Indonesia,APAC,2014,Earthquake,261100000,0.55
Indonesia,APAC,2008,Storm,261100000,1.7
Indonesia,APAC,2013,Storm,261100000,1.45
Viet Nam,APAC,2001,Flood,92700000,6.25
Philippines,APAC,2018,Flood,103300000,5
India,APAC,2001,Flood,1324000000,4.75
China,APAC,2012,Other,1379000000,0.52
Philippines,APAC,2010,Flood,103300000,7
Philippines,APAC,2006,Landslide,103300000,1.28
Indonesia,APAC,2008,Flood,261100000,4.5
Australia,APAC,2014,Landslide,24130000,0.53
Japan,APAC,2008,Storm,127000000,3.1
China,APAC,2011,Earthquake,1379000000,0.95
China,APAC,2008,Earthquake,1379000000,0.58
China,APAC,2013,Other,1379000000,0.37
Fiji,APAC,2013,Flood,898760,6
Bangladesh,APAC,2005,Storm,163000000,4.6
India,APAC,2002,Flood,1324000000,5.5
Philippines,APAC,2009,Flood,103300000,7
India,APAC,2000,Storm,1324000000,1.6
Indonesia,APAC,2000,Other,261100000,0.53
Japan,APAC,2017,Flood,127000000,5.25
China,APAC,2003,Flood,1379000000,4.5
Australia,APAC,2007,Other,24130000,0.77
China,APAC,2000,Storm,1379000000,1.85
Philippines,APAC,2014,Other,103300000,1.27
Japan,APAC,2009,Other,127000000,2.02
Japan,APAC,2018,Landslide,127000000,2.02
Bangladesh,APAC,2018,Flood,163000000,7.5
China,APAC,2007,Storm,1379000000,1.75
China,APAC,2010,Storm,1379000000,1.6
China,APAC,2006,Flood,1379000000,5.5
Philippines,APAC,2007,Other,103300000,2.02
Bangladesh,APAC,2017,Flood,163000000,8.5
Philippines,APAC,2006,Storm,103300000,3.1
China,APAC,2012,Storm,1379000000,1.85
Indonesia,APAC,2008,Other,261100000,0.53
Philippines,APAC,2017,Earthquake,103300000,2.17
Indonesia,APAC,2016,Flood,261100000,5.5
China,APAC,2018,Storm,1379000000,1.7
Nepal,APAC,2017,Flood,28980000,6
India,APAC,2007,Storm,1324000000,1.6
Viet Nam,APAC,2009,Other,92700000,2.02
China,APAC,2013,Other,1379000000,0.77
China,APAC,2003,Landslide,1379000000,0.52
Indonesia,APAC,2005,Flood,261100000,4.5
Indonesia,APAC,2016,Storm,261100000,1.35
China,APAC,2016,Other,1379000000,0.52
India,APAC,2016,Flood,1324000000,4.5
Philippines,APAC,2009,Flood,103300000,6.25
Philippines,APAC,2009,Flood,103300000,6
Bangladesh,APAC,2018,Storm,163000000,4.1
Philippines,APAC,2001,Storm,103300000,2.35
Japan,APAC,2006,Other,127000000,2.02
Indonesia,APAC,2013,Extreme Temperature,261100000,0.45
China,APAC,2008,Flood,1379000000,5.5
Fiji,APAC,2017,Other,898760,2.27
Bangladesh,APAC,2004,Flood,163000000,7.5
Philippines,APAC,2018,Earthquake,103300000,2.17
Indonesia,APAC,2003,Earthquake,261100000,0.95
China,APAC,2003,Earthquake,1379000000,0.7
China,APAC,2003,Earthquake,1379000000,0.73
Indonesia,APAC,2009,Landslide,261100000,0.77
Viet Nam,APAC,2009,Earthquake,92700000,2.17
Viet Nam,APAC,2012,Flood,92700000,6
India,APAC,2018,Flood,1324000000,4.5
Philippines,APAC,2006,Flood,103300000,7.25
Philippines,APAC,2006,Earthquake,103300000,2.23
Nepal,APAC,2004,Landslide,28980000,2.02
Indonesia,APAC,2009,Flood,261100000,5.5
Fiji,APAC,2018,Storm,898760,3.6
Indonesia,APAC,2000,Flood,261100000,4.35
Bangladesh,APAC,2014,Earthquake,163000000,4.17
Indonesia,APAC,2012,Flood,261100000,3.5
Bangladesh,APAC,2007,Other,163000000,4.03
Fiji,APAC,2001,Flood,898760,7.5
China,APAC,2017,Landslide,1379000000,0.52
China,APAC,2010,Flood,1379000000,5.5
India,APAC,2001,Other,1324000000,0.52
Philippines,APAC,2008,Flood,103300000,6
Japan,APAC,2006,Flood,127000000,6
Indonesia,APAC,2009,Flood,261100000,4.5
Indonesia,APAC,2006,Flood,261100000,4.75
Philippines,APAC,2008,Landslide,103300000,1.27
China,APAC,2018,Storm,1379000000,1.85
Viet Nam,APAC,2008,Landslide,92700000,2.27
Viet Nam,APAC,2018,Storm,92700000,3.1
Indonesia,APAC,2009,Earthquake,261100000,0.98
DPR Korea,APAC,2001,Other,25370000,2.27
Philippines,APAC,2006,Storm,103300000,3.35
China,APAC,2009,Storm,1379000000,1.7
Thailand,APAC,2003,Flood,68860000,6.25
China,APAC,2009,Earthquake,1379000000,0.67
Viet Nam,APAC,2001,Earthquake,92700000,1.48
China,APAC,2016,Storm,1379000000,1.85
China,APAC,2015,Landslide,1379000000,0.52
DPR Korea,APAC,2003,Storm,25370000,3.2
India,APAC,2009,Flood,1324000000,3.75
China,APAC,2013,Storm,1379000000,1.7
Philippines,APAC,2010,Other,103300000,2.27
Philippines,APAC,2000,Flood,103300000,5.25
China,APAC,2007,Storm,1379000000,1.7
China,APAC,2006,Flood,1379000000,3.35
Philippines,APAC,2008,Earthquake,103300000,2.2
Philippines,APAC,2017,Storm,103300000,3.2
Indonesia,APAC,2008,Other,261100000,0.53
China,APAC,2014,Other,1379000000,0.52
Philippines,APAC,2008,Flood,103300000,6.25
China,APAC,2013,Flood,1379000000,4.5
DPR Korea,APAC,2017,Other,25370000,2.27
China,APAC,2009,Landslide,1379000000,0.78
Bangladesh,APAC,2014,Storm,163000000,4.1
Indonesia,APAC,2009,Flood,261100000,4.5
China,APAC,2009,Other,1379000000,0.53
Fiji,APAC,2001,Other,898760,2.27
India,APAC,2001,Storm,1324000000,1.7
Indonesia,APAC,2006,Storm,261100000,1.45
Bangladesh,APAC,2010,Storm,163000000,4.6
Indonesia,APAC,2009,Storm,261100000,1.6
DPR Korea,APAC,2017,Storm,25370000,3.25
Bangladesh,APAC,2012,Flood,163000000,8
Indonesia,APAC,2001,Flood,261100000,4.75
China,APAC,2009,Flood,1379000000,4.5
Viet Nam,APAC,2014,Storm,92700000,3.2
China,APAC,2017,Flood,1379000000,5.5
Philippines,APAC,2006,Other,103300000,2.03
Indonesia,APAC,2015,Flood,261100000,3.35
Philippines,APAC,2003,Storm,103300000,3.35
Thailand,APAC,2008,Flood,68860000,5
